file|split|txt|ipa
GE011_83|train|bei allzu engen bindungen werde die trennung zu schmerzlich wenn erzieher oder betreuter das heim wechselten|baɪ altsuː ɛŋən bɪndʊŋən vɛɾdə diː tɾɛnʊŋ tsuː ʃmɛɾtslɪç vɛn ɛɾtsiːɜ oːdɜ bətɾɔøtɜ das haɪm vɛksəltən 
GE011_84|train|auch die fünf türkischen diplomaten wurden zurückgezogen|aʊx diː fʏnf tʏɾkɪʃən dɪploːmɑːtən vʊɐdən tsuːrʏkɡətsoːɡən 
GE011_85|train|nicht wenige von ihnen entstammten dem preußischen adel|nɪçt veːnɪɡə fɔn iːnən ɛntʃtamtən deːm pɾɔøsɪʃən ɑdəl 
GE011_86|train|zum größten teil handelt es sich um bauern die das land während der kämpfe zwischen den streitkräften und der guerrilla anfang der achtziger jahre verlassen haben|tsʊm ɡɾœstən taɪl handəlt ɛs zɪç ʊm baʊɜn diː das lant vɛːrənt dɛɾ kɛmpfə tsvɪʃən deːn ʃtɾaɪtkɾɛftən ʊnt dɛɾ ɡuːɜrɪlɑː anfaŋ dɛɾ axtsɪɡɜ jɑːrə fɛɾlasən hɑːbən 
GE011_87|train|die familie der entführten gilt nicht als sehr vermögend|diː famiːlɪə dɛɾ ɛntfyːɾtən ɡɪlt nɪçt als zeːɾ fɛɾmøːɡənt 
GE011_88|train|schließlich habe der bezirk im dezember 1992 beschlossen das fragliche straßenstück in willy-brandt-straße umzubenennen|ʃliːslɪç hɑːbə dɛɾ bətsɪɾk ɪm deːtsɛmbɜ aɪn taʊzənt nɔønhʊndɜt tsvaɪ ʊntnɔøntsɪç bəʃlɔsən das frɑːklɪçə ʃtɾɑsənʃtʏk ɪn vɪliːbɾantʃtɾɑːsə ʊmtsuːbənɛnən 
GE011_89|train|bei einem solchen ergebnis kann man einige fehler und ungenauigkeiten in kauf nehmen|baɪ aɪnəm zoːlçən ɛɾɡeːbnɪs kan man aɪnɪɡə feːlɜ ʊnt ʊnɡənaʊɪçkaɪtən ɪn kaʊf neːmən 
GE011_90|train|deshalb überredete er eine ausreichende anzahl von genossen dem ihnen verhaßten von grüner seite sogar als rassisten abgestempelten uhl ihre stimme zu geben|dɛshalp yːbɜreːdətə ɛɾ aɪnə aʊsraɪçəndə antsɑːl fɔn ɡənɔsən deːm iːnən fɛɾhastən fɔn ɡɾyːnɜ zaɪtə zoːɡɑːɾ als rasɪstən apɡəʃtɛmpəltən uːl iːrə ʃtɪmə tsuː ɡeːbən 
GE011_91|train|der innensenator beteuerte unterdessen das attentat sei für die berliner behörden nicht vorhersehbar gewesen|dɛɾ ɪnənzənɑtoːɾ bətɔøɜtə ʊntɜdɛsən das atɛntɑːt zaɪ fyːɾ diː bɛɾliːnɜ bəhœɾdən nɪçt foːɾheːɾzeːbɑːɾ ɡəveːzən 
GE011_92|train|leider finde dies nicht statt|laɪdɜ fɪndə diːs nɪçt ʃtat 
GE011_93|train|die schweriner staatsanwaltschaft teilte mit es stehe auch mehr als zwei wochen nach dem schußwechsel in bad kleinen nicht eindeutig fest mit welchem geschoß grams getötet wurde|diː ʃveːrɪnɜ ʃtɑːtzanvaltʃaft taɪltə mɪt ɛs ʃteːə aʊx meːɾ als tsvaɪ vɔxən nɑːx deːm ʃʊsvɛksəl ɪn bɑːt klaɪnən nɪçt aɪndɔøtɪç fɛst mɪt vɛlçəm ɡəʃoːs ɡɾɑːms ɡətøːtət vʊɐdə 
GE011_94|train|es mag ungerecht sein zu verlangen daß die oberen für die fehler des fußvolks einzustehen haben|ɛs mɑːk ʊnɡərɛçt zaɪn tsuː fɛɾlaŋən das diː oːbərən fyːɾ diː feːlɜ dɛs fʊsfɔlks aɪntsuːʃteːən hɑːbən 
GE011_95|train|es wurde immer mehr gekocht als in der familie verbraucht werden konnte|ɛs vʊɐdə ɪmɜ meːɾ ɡəkɔxt als ɪn dɛɾ famiːlɪə fɛɾbɾaʊxt vɛɾdən kɔntə 
GE011_96|train|schlechte leistung müsse folgen haben gute leistung belohnt werden|ʃlɛçtə laɪstʊŋ mʏsə fɔlɡən hɑːbən ɡuːtə laɪstʊŋ bəloːnt vɛɾdən 
GE011_97|train|die dort ausgebildeten sollen den kern der künftigen armee bilden|diː dɔɾt aʊsɡəbɪldətən zɔlən deːn kɛɾn dɛɾ kʏnftɪɡən aɾmeː bɪldən 
GE011_98|train|nur geringer sachschaden entstand am frühen samstagmorgen bei einem brandanschlag auf ein türkisches geschäft in sandhausen bei heidelberg|nuːɾ ɡərɪŋɜ zaxʃɑːdən ɛntʃtant am fryːən zamstaɡmɔɾɡən baɪ aɪnəm bɾandanʃlɑːk aʊf aɪn tʏɾkɪʃəs ɡəʃɛft ɪn zanthaʊzən baɪ haɪdɛlbɜk 
GE011_99|train|hilfsorganisationen in somalia sind mit der art und weise der amerikanisch geführten intervention freilich nicht zufrieden|hɪlfsɔɾɡaniːzatsɪoːnən ɪn zoːmaliːɑː zɪnt mɪt dɛɾ ɑːɾt ʊnt vaɪzə dɛɾ ɑmeːriːkɑnɪʃ ɡəfyːɾtən ɪntɜvɛntsɪoːn fraɪlɪç nɪçt tsuːfriːdən 
GE011_100|train|er erzählt wie ein mann der kurz den kopf zum fenster heraushält um ihn sogleich wieder zurückzuziehen|ɛɾ ɛɾtsɛːlt viː aɪn man dɛɾ kʊɐts deːn kɔpf tsʊm feːnstɜ hɛraʊshɛlt ʊm iːn zɔɡlaɪç viːdɜ tsuːrʏktsuːtsiːən 
GE011_101|train|doch auch die übrigen internationalen organisationen die sich bemühten den balkankrieg zu beenden seien kläglich gescheitert|dɔx aʊx diː ʏbɾɪɡən ɪntɜnatsɪoːnɑːlən ɔɾɡaniːzatsɪoːnən diː zɪç bəmyːtən deːn balkaŋkɾiːk tsuː bəɛndən zaɪən klɛːklɪç ɡəʃaɪtɜt 
GE011_102|train|der vierte mann im auto ein neunzehnjähriger blieb nach den angaben im wagen sitzen und war unversehrt|dɛɾ fiːɾtə man ɪm aʊtoː aɪn nɔøntseːnjɛːrɪɡɜ bliːp nɑːx deːn anɡɑːbən ɪm vɑːɡən zɪtsən ʊnt vɑːɾ ʊnfɛɾzeːɾt 
GE011_103|train|kroatien definierte damit seinen staatsrechtlichen status unabhängig von jugoslawien|kɾoːatiːən deːfiːniːɾtə dɑːmɪt zaɪnən ʃtɑːtsrɛçtlɪçən ʃtɑtʊs ʊnaphɛŋɪç fɔn juːɡɔslɑvɪən 
GE011_104|train|den konfrontationskurs mit dem politischen gegner ist er leid|deːn kɔnfrɔntatsɪoːnskuːɾs mɪt deːm poːliːtɪʃən ɡeːɡnɜ ɪst ɛɾ laɪt 
GE011_105|train|an konkurrenten herrscht aber auch so kein mangel|an kɔnkʊrɛntən hɛɾʃt ɑːbɜ aʊx zoː kaɪn maŋəl 
GE011_106|train|die regierungskoalition aus cdu und fdp handelt in einem gereizten klima in manchen punkten etwa bei der gebietsreform herrscht offener dissens|diː reːɡiːrʊŋskoːaliːtsɪoːn aʊs seːdeːuː ʊnt ɛfdeːpeː handəlt ɪn aɪnəm ɡəraɪtstən kliːmɑː ɪn mançən pʊŋktən ɛtvɑː baɪ dɛɾ ɡəbiːtsreːfɔɾm hɛɾʃt ɔfənɜ dɪsəns 
GE011_107|train|die regierung fürchtet sich davor sich der bevölkerung gegenüber für die führung eines krieges verantworten zu müssen|diː reːɡiːrʊŋ fʏɾçtət zɪç dɑːfoːɾ zɪç dɛɾ bəfœlkərʊŋ ɡeːɡənyːbɜ fyːɾ diː fyːrʊŋ aɪnəs kɾiːɡəs fɛɾantvɔɾtən tsuː mʏsən 
GE011_108|train|ein entsprechender gesetzesantrag mecklenburg-vorpommerns der von fast allen anderen neuen ländern unterstützt wird soll an diesem freitag im bundesrat beraten werden|aɪn ɛntʃpɾɛçəndɜ ɡəzɛtseːzantɾɑːk mɛklənbʊɐkfoːɾpɔmɜns dɛɾ fɔn fast alən andərən nɔøən lɛndɜn ʊntɜʃtʏtst vɪɾt zɔl an diːzəm fraɪtɑːk ɪm bʊndəsrɑːt bərɑːtən vɛɾdən 
GE011_109|train|der landtag hat an diesem tag eine sondersitzung zur situation in bischofferode einberufen|dɛɾ lanttɑːk hat an diːzəm tɑːk aɪnə zɔndɜzɪtsʊŋ tsuːɾ ziːtuːatsɪoːn ɪn bɪʃɔfeːroːdə aɪnbəruːfən 
GE011_110|train|daher müsse bei den belastungen die durch die pflegeversicherung für bürger und betriebe entstünden vorsichtig vorgegangen werden|dɑːhɛɾ mʏsə baɪ deːn bəlastʊŋən diː dʊɐç diː pfleːɡeːfɛɾzɪçərʊŋ fyːɾ bʏɾɡɜ ʊnt bətɾiːbə ɛntʃtʏndən foːɾzɪçtɪç foːɾɡəɡaŋən vɛɾdən 
GE011_111|train|die niederlande seien dabei ein wichtiger regionaler produzent von cannabis-produkten zu werden|diː niːdɜlandə zaɪən dɑːbaɪ aɪn vɪçtɪɡɜ reːɡɪoːnɑːlɜ pɾoːduːtsɛnt fɔn kanabɪspɾoːdʊktən tsuː vɛɾdən 
GE011_112|train|rocard will spätestens 1995 nachfolger mitterrands und staatspräsident frankreichs werden|roːkaɾt vɪl ʃpɛːtəstəns aɪn taʊzənt nɔønhʊndɜt fʏnf ʊntnɔøntsɪç naxfɔlɡɜ mɪtɜrants ʊnt ʃtɑːtʃpɾɛːziːdɛnt fraŋkɾaɪks vɛɾdən 
GE011_113|train|militärisch scheint die lage für aserbaidschan ziemlich hoffnungslos zu sein|miːliːtɛːrɪʃ ʃaɪnt diː lɑːɡə fyːɾ ɑzɜbaɪtʃɑːn tsiːmlɪç hɔfnʊŋsloːs tsuː zaɪn 
GE011_114|train|die abgeordneten hätten lieber einen vorgezogenen parteitag um sich auf die bedingungen des bevorstehenden wahlkampfjahres rechtzeitig einstellen zu können|diː apɡəɔɾdnətən hɛtən liːbɜ aɪnən foːɾɡətsoːɡənən paɾtaɪtɑːk ʊm zɪç aʊf diː bədɪŋʊŋən dɛs bəfoːɾʃteːəndən vɑːlkampfjɑːrəs rɛçtsaɪtɪç aɪnʃtɛlən tsuː kœnən 
GE011_115|train|origineller sind dagegen viertens ihre ausführlichen untersuchungen zu konfessionell bedingten ungleichheiten|oːrɪɡiːnɛlɜ zɪnt daɡeːɡən fiːɾtəns iːrə aʊsfyːɾlɪçən ʊntɜzuːxʊŋən tsuː kɔnfɛsɪoːnɛl bədɪŋtən ʊnɡlaɪçhaɪtən 
GE011_116|train|deshalb gelten hier andere gesetze|dɛshalp ɡɛltən hiːɾ andərə ɡəzɛtsə 
GE011_117|train|nach 1933 mußte franke im untergrund weiterarbeiten wurde verhaftet und überstand den dienst im strafbataillon 999|nɑːx aɪn taʊzənt nɔønhʊndɜt dɾaɪ ʊntdɾaɪsɪç mʊstə fraŋkə ɪm ʊntɜɡɾʊnt vaɪtɜaɾbaɪtən vʊɐdə fɛɾhaftət ʊnt yːbɜʃtant deːn diːnst ɪm ʃtɾafbataɪloːn nɔønhʊndɜt nɔøn ʊntnɔøntsɪç 
GE011_118|train|aus diesem grund habe ich verschiedene industriebetriebe um unterstützung gebeten|aʊs diːzəm ɡɾʊnt hɑːbə ɪç fɛɾʃiːdənə ɪndʊstɾiːbɛtɾiːbə ʊm ʊntɜʃtʏtsʊŋ ɡəbeːtən 
GE011_119|train|ursache des unglücks war vermutlich menschliches versagen|ʊɐzaxə dɛs ʊnɡlʏks vɑːɾ fɛɾmuːtlɪç mɛnʃlɪçəs fɛɾzɑːɡən 
GE011_120|train|nach angaben der polizei wurde bei dem brand niemand verletzt|nɑːx anɡɑːbən dɛɾ poːliːtsaɪ vʊɐdə baɪ deːm bɾant niːmant fɛɾlɛtst 
GE011_121|train|christopher wird nach diesen angaben am nachmittag im state department mit einer gruppe des irakischen nationalkongresses sprechen|kɾɪstoːfɜ vɪɾd nɑːx diːzən anɡɑːbən am naxmɪtɑːk ɪm ʃtɑːtə deːpaɾtmɛnt mɪt aɪnɜ ɡɾʊpə dɛs iːrɑkɪʃən natsɪoːnalkɔŋɡɾɛsəs ʃpɾɛçən 
GE011_122|train|es wird erwartet daß rußland zusätzlich zu den noch in der ehemaligen sowjetrepublik stationierten verbänden eine friedenstruppe entsenden wird|ɛs vɪɾt ɛɾvaɾtət das rʊslant tsuːzɛtslɪç tsuː deːn nɔx ɪn dɛɾ eːeːmɑlɪɡən zɔvjɛtɾeːpuːbliːk ʃtatsɪoːniːɾtən fɛɾbɛndən aɪnə friːdənstɾʊpə ɛntzɛndən vɪɾt 
GE011_123|train|er hat honecker soweit aus den agenturberichten zu erkennen ist nicht selbst untersucht sondern stützt sich auf die unterlagen seiner kollegen|ɛɾ hat hoːnɛkɜ zoːvaɪt aʊs deːn ɑɡəntʊɐbeːrɪçtən tsuː ɛɾkɛnən ɪst nɪçt zɛlpst ʊntɜzuːxt zɔndɜn ʃtʏtst zɪç aʊf diː ʊntɜlɑːɡən zaɪnɜ kɔleːɡən 
GE011_124|train|eine islamische moschee die am freitag halb leer ist gleicht einer kaum besuchten kirche während einer sonntagsmesse|aɪnə ɪslɑmɪʃə mɔʃeː diː am fraɪtɑːk halp leːɾ ɪst ɡlaɪçt aɪnɜ kaʊm bəzuːxtən kɪɾçə vɛːrənt aɪnɜ zɔntaksmɛsə 
GE011_125|train|wenige sekunden nach abnahme der fingerabdrücke kann man auf der grenzschutzstelle schon wissen ob man einen wiederholungstäter erwischt hat|veːnɪɡə zeːkʊndən nɑːx apnɑːmə dɛɾ fɪŋeːrabdɾʏkə kan man aʊf dɛɾ ɡɾɛntsʃʊtsʃtɛlə ʃoːn vɪsən ɔp man aɪnən viːdɜhoːlʊŋʃtɛːtɜ ɛɾvɪʃt hat 
GE011_126|train|die raf ist eine unberechenbare mordende bande mit der heute keiner zu tun haben will|diː rɑːf ɪst aɪnə ʊnbərɛçənbɑːrə mɔɾdəndə bandə mɪt dɛɾ hɔøtə kaɪnɜ tsuː tuːn hɑːbən vɪl 
GE011_127|train|am freitag hungerten noch 22 männer und fünf frauen für den erhalt des werkes|am fraɪtɑːk hʊŋɜtən nɔx tsvaɪ ʊnttsvantsɪç mɛnɜ ʊnt fʏnf fraʊən fyːɾ deːn ɛɾhalt dɛs vɛɾkəs 
GE011_128|train|die bosnischen kroaten haben die vereinbarung als bisher einzige kriegspartei unterzeichnet|diː bɔsnɪʃən kɾoːɑːtən hɑːbən diː fɛɾaɪnbɑrʊŋ als bɪsheːɾ aɪntsiːɡə kɾiːkspaɾtaɪ ʊntɜtsaɪçnət 
GE011_129|train|die vettern von drüben sind den zurückgebliebenen aber nicht uneingeschränkt willkommen|diː vɛtɜn fɔn dɾyːbən zɪnt deːn tsuːrʏkɡəbliːbənən ɑːbɜ nɪçt ʊnaɪnɡəʃrɛŋkt vɪlkɔmən 
GE011_130|train|milosevic habe eine teilnahme der serbischen truppen abgestritten|miːloːzeːviːk hɑːbə aɪnə taɪlnɑːmə dɛɾ zɛɾbɪʃən tɾʊpən apɡəʃtɾɪtən 
GE011_131|train|tatsächlich kehrt struck seinen pragmatismus und seine rolle als manager im parlamentsbetrieb hervor|tatzɛçlɪç keːɾt ʃtɾʊk zaɪnən pɾaɡmatɪsmʊs ʊnt zaɪnə rɔlə als manɛdʒɜ ɪm paɾlamɛntsbɛtɾiːp hɛɾfoːɾ 
GE011_132|train|nur so seien die rechtsradikalen republikaner sowohl in bonn als auch in münchen aus den parlamenten zu halten|nuːɾ zoː zaɪən diː rɛçtsradiːkɑːlən reːpuːbliːkɑːnɜ zoːvoːl ɪn bɔn als aʊx ɪn myːnçən aʊs deːn paɾlamɛntən tsuː haltən 
GE011_133|train|das hat bundesaußenminister kinkel jetzt in freiburg verlangt|das hat bʊndəsaʊsənmiːnɪstɜ kɪnkəl jɛtst ɪn fraɪbʊɐk fɛɾlaŋt 
GE011_134|train|sie sagten wir wissen wie viele lastautos mit waffen gekommen sind es waren zwei|ziː zɑːɡtən viːɾ vɪsən viː fiːlə lastaʊtoːs mɪt vafən ɡəkɔmən zɪnt ɛs vɑːrən tsvaɪ 
GE011_135|train|er hat ein thema angeschnitten dem viele hochschullehrer der alten bundesländer fassungslos und wie es scheint ohnmächtig gegenüberstehen|ɛɾ hat aɪn teːmɑː anɡəʃnɪtən deːm fiːlə hoːxʃuːlleːrɜ dɛɾ altən bʊndəslɛndɜ fasʊŋsloːs ʊnt viː ɛs ʃaɪnt oːnmɛçtɪç ɡeːɡənyːbɜʃteːən 
GE011_136|train|schneider soll dem opfer zweimal eine pistole die er von der stasi erhalten hatte in den mund gesteckt und abgedrückt haben|ʃnaɪdɜ zɔl deːm ɔpfɜ tsvaɪmɑːl aɪnə pɪstoːlə diː ɛɾ fɔn dɛɾ ʃtɑziː ɛɾhaltən hatə ɪn deːn mʊnt ɡəʃtɛkt ʊnt apɡədɾʏkt hɑːbən 
GE011_137|train|sie wären in einem ghetto in zentralbosnien eingesperrt ohne direkte verbindung zur außenwelt|ziː vɛːrən ɪn aɪnəm ɡɛtoː ɪn tsɛntɾɑːlbɔsnɪən aɪnɡəʃpɛɾt oːnə diːrɛktə fɛɾbɪndʊŋ tsuːɾ aʊsɛnvəlt 
GE011_138|train|die meßpraxis um die verordnung in die tat umzusetzen eignen sich die hessischen luftfachleute gerade an|diː mɛspɾaksɪs ʊm diː fɛɾɔɾdnʊŋ ɪn diː tɑːt ʊmtsuːzɛtsən aɪɡnən zɪç diː hɛsɪʃən lʊftfaxlɔøtə ɡərɑːdə an 
GE011_139|train|wie es hieß habe die mailänder staatsanwaltschaft eine untersuchung gegen ihn eröffnet und ihm dies mitteilen wollen|viː ɛs hiːs hɑːbə diː maɪlɛndɜ ʃtɑːtzanvaltʃaft aɪnə ʊntɜzuːxʊŋ ɡeːɡən iːn ɛɾœfnət ʊnt iːm diːs mɪttaɪlən vɔlən 
GE011_140|train|jetzt habe er zeit in seiner dachstube seine lebenserinnerungen zu schreiben|jɛtst hɑːbə ɛɾ tsaɪt ɪn zaɪnɜ daxstuːbə zaɪnə leːbənzeːrɪnərʊŋən tsuː ʃraɪbən 
GE012_1|train|dieses geld müsse jedoch zuallererst von den fünf atommächten kommen|diːzəs ɡɛlt mʏsə jeːdɔx tsuːalərɜst fɔn deːn fʏnf atoːmɛçtən kɔmən 
GE012_2|train|zu diesem zweck könnten bestimmungen über karenztage für beamte die der bundesrat billigen müßte von dem geplanten gesetz abgetrennt werden|tsuː diːzəm tsvɛk kœntən bəʃtɪmʊŋən ʏbɜ karɛntstɑːɡə fyːɾ bəamtə diː dɛɾ bʊndəsrɑːt bɪlɪɡən mʏstə fɔn deːm ɡəplantən ɡəzɛts apɡətɾɛnt vɛɾdən 
GE012_3|train|die berliner richter haben zweifel ob eine strafverfolgung nicht den gleichheitsgrundsatz und das völkerrecht verletzt|diː bɛɾliːnɜ rɪçtɜ hɑːbən tsvaɪfəl ɔp aɪnə ʃtɾaffɜfɔlɡʊŋ nɪçt deːn ɡlaɪçhaɪtsɡɾʊndzats ʊnt das fœlkɜrɛçt fɛɾlɛtst 
GE012_4|train|kanther kündigte an daß auch geklärt werden müsse ob die zahl der bei solchen aktionen beteiligten behörden nicht vermindert werden könne|kantɜ kʏndɪçtə an das aʊx ɡəklɛɾt vɛɾdən mʏsə ɔp diː tsɑːl dɛɾ baɪ zoːlçən aktsɪoːnən bətaɪlɪçtən bəhœɾdən nɪçt fɛɾmɪndɜt vɛɾdən kœnə 
GE012_5|train|proiranische untergrundkämpfer hatten zuvor eine gemeinsame patrouille der israelischen streitkräfte und der von ihnen unterstützten südlibanesischen armee in der sicherheitszone angegriffen|pɾoːiːrɑnɪʃə ʊntɜɡɾʊntkɛmpfɜ hatən tsuːfɔɾ aɪnə ɡəmaɪnzɑːmə patɾuːɪlə dɛɾ ɪsrɑːɛlɪʃən ʃtɾaɪtkɾɛftə ʊnt dɛɾ fɔn iːnən ʊntɜʃtʏtstən zʏdliːbaneːzɪʃən aɾmeː ɪn dɛɾ zɪçɜhaɪtstsoːnə anɡəɡɾɪfən 
GE012_6|train|einige stunden nach abschluß des außenministertreffens empfing staatspräsident assad den kuweitischen außenminister|aɪnɪɡə ʃtʊndən nɑːx apʃluːs dɛs aʊsənmiːnɪstɜtɾɛfəns ɛmpfɪŋ ʃtɑːtʃpɾɛːziːdɛnt asɑːt deːn kuːvaɪtɪʃən aʊsənmiːnɪstɜ 
GE012_7|train|die palästinenser stehen der reise äußerst kritisch gegenüber|diː pɑlɛstiːnɛnzɜ ʃteːən dɛɾ raɪzə ɔøsɜst kɾiːtɪʃ ɡeːɡənyːbɜ 
GE012_8|train|denn eine manipulation innerhalb einiger prozentpunkte wird den colorados mit ihrem apparat noch immer zugetraut|dɛn aɪnə mɑniːpuːlatsɪoːn ɪnɜhalp aɪnɪɡɜ pɾoːtsɛntpʊŋktə vɪɾt deːn koːloːrɑdoːs mɪt iːrəm aparɑːt nɔx ɪmɜ tsuːɡətɾaʊt 
GE012_9|train|rumänien setzt wie argentinien auf schwerwasserreaktoren die mit natururan betrieben werden|ruːmɛːnɪən zɛtst viː aɾɡəntiːnɪən aʊf ʃveːɾvasɜreːaktoːrən diː mɪt nɑtuːruːrɑːn bətɾiːbən vɛɾdən 
GE012_10|train|jansa hatte sich vorher rechtzeitig zu den sozialdemokraten abgesetzt und wurde ohne daß dies arithmetisch nötig gewesen wäre in die neue koalition aufgenommen|janzɑː hatə zɪç foːɾheːɾ rɛçtsaɪtɪç tsuː deːn zoːtsiːaldeːmoːkɾɑːtən apɡəzɛtst ʊnt vʊɐdə oːnə das diːs ɑrɪtmeːtɪʃ nøːtɪç ɡəveːzən vɛːrə ɪn diː nɔøə koːaliːtsɪoːn aʊfɡənɔmən 
GE012_11|train|das parlamentarische manöver soll die soeben erst wiedergefundene handlungskraft der koalition demonstrieren|das paɾlaməntɑrɪʃə mɑnøːvɜ zɔl diː zoːeːbən eːɾst viːdɜɡəfʊndənə handlʊŋskɾaft dɛɾ koːaliːtsɪoːn deːmɔnstɾiːrən 
GE012_12|train|dieser wird sorge tragen daß staatsgelder nicht zugunsten einer partei genutzt werden|diːzɜ vɪɾt zɔɾɡə tɾɑːɡən das ʃtɑːtsɡɛldɜ nɪçt tsuːɡuːnstən aɪnɜ paɾtaɪ ɡənʊtst vɛɾdən 
GE012_13|train|es ist unschwer zu erkennen daß sich hinter dieser klage der wunsch verbirgt dem europarat aufgaben zu übertragen die er heute nicht hat und auch ohne weiteres nicht bekommen wird|ɛsɪst ʊnʃveːɾ tsuː ɛɾkɛnən das zɪç hɪntɜ diːzɜ klɑːɡə dɛɾ vʊnʃ fɛɾbɪɾkt deːm ɔøoːparɑːt aʊfɡɑːbən tsuː yːbɜtɾɑːɡən diː ɛɾ hɔøtə nɪçt hat ʊnt aʊx oːnə vaɪtərəs nɪçt bəkɔmən vɪɾt 
GE012_14|train|es relativiert damit seinen willen zur souveränität und diese selbst|ɛs reːlatiːviːɾt dɑːmɪt zaɪnən vɪlən tsuːɾ zuːveːrɛːniːtɛːt ʊnt diːzə zɛlpst 
GE012_15|train|in rücksicht auf steigerungen der sozialversicherungsrente wurden die bezüge aus der zusatzversorgung gekürzt|ɪn rʏksɪçt aʊf ʃtaɪɡərʊŋən dɛɾ zoːtsiːalfɛɾzɪçeːrʊŋsrɛntə vʊɐdən diː bətsyːɡə aʊs dɛɾ tsuːzatsfɜzɔɾɡʊŋ ɡəkʏɾtst 
GE012_16|train|in diesem sinne hatte auch rahlfs für sich geworben|ɪn diːzəm zɪnə hatə aʊx rɑːlfs fyːɾ zɪç ɡəvɔɾbən 
GE012_17|train|die ig metall ist eine organisation die funktioniert|diː iːk meːtal ɪst aɪnə ɔɾɡaniːzatsɪoːn diː fʊŋktsɪoːniːɾt 
GE012_18|train|die gruppe will spätestens am sonntag sagen ob sie glaube daß die wahlen insgesamt fair verlaufen und darum gültig seien|diː ɡɾʊpə vɪl ʃpɛːtəstəns am zɔntɑːk zɑːɡən ɔp ziː ɡlaʊbə das diː vɑːlən ɪnsɡeːzamt fɛːɾ fɛɾlaʊfən ʊnt dɑːrʊm ɡʏltɪç zaɪən 
GE012_19|train|seine garagen sind voll mit edlen automobilen|zaɪnə ɡɑrɑːɡən zɪnt fɔl mɪt ɛdlən aʊtoːmoːbiːlən 
GE012_20|train|die raf war dies gilt für die illegalen im untergrund die häftlinge und die anhänger in der linksextremistischen szene nie ein monolithischer block|diː rɑːf vɑːɾ diːs ɡɪlt fyːɾ diː ɪleːɡɑːlən ɪm ʊntɜɡɾʊnt diː hɛftlɪŋə ʊnt diː anhɛŋɜ ɪn dɛɾ lɪŋkzɛkstɾeːmɪstɪʃən stseːnə niː aɪn moːnoːlɪthɪʃɜ blɔk 
GE012_21|train|es spricht einiges dafür daß ein gewählter staatspräsident in belgien dem anspruch der politischen autorität kaum gerecht werden könnte|ɛs ʃpɾɪçt aɪnɪɡəs dɑːfʏɾ das aɪn ɡəvɛːltɜ ʃtɑːtʃpɾɛːziːdɛnt ɪn bɛlɡiːən deːm anʃpɾʊx dɛɾ poːliːtɪʃən aʊtoːriːtɛːt kaʊm ɡərɛçt vɛɾdən kœntə 
GE012_22|train|das korps wird teil der hauptverteidigungskräfte der nato sein|das kɔɾps vɪɾt taɪl dɛɾ haʊptfɛɾtaɪdɪɡʊŋskɾɛftə dɛɾ nɑːtoː zaɪn 
GE012_23|train|die umfragen sagen daß die spd wegen ihres ministerpräsidenten stolpe gute chancen für eine absolute mehrheit habe|diː ʊmfrɑːɡən zɑːɡən das diː ɛspeːdeː veːɡən iːrəs miːnɪstɜpɾɛːziːdɛntən ʃtɔlpə ɡuːtə ʃɑ̃sən fyːɾ aɪnə apzoːluːtə meːɾhaɪt hɑːbə 
GE012_24|train|der gouverneur plant mit rückendeckung aus london eine ausweitung des stimmrechts und der zahl der gewählten vertreter bei den wahlen|dɛɾ ɡuːvɜnøːɾ plant mɪt rʏkəndɛkʊŋ aʊs lɔndoːn aɪnə aʊsvaɪtʊŋ dɛs ʃtɪmrɛçts ʊnt dɛɾ tsɑːl dɛɾ ɡəvɛːltən fɛɾtɾeːtɜ baɪ deːn vɑːlən 
GE012_25|train|gewerkschaftler bedauerten seine sprunghaftigkeit|ɡəvɛɾkʃaftlɜ bədaʊɜtən zaɪnə ʃpɾʊŋhaftɪçkaɪt 
GE012_26|train|ghana gilt als sicheres herkunftsland|ɡɑnɑː ɡɪlt als zɪçərəs hɛɾkʊnftslant 
GE012_27|train|ein rechtsmediziner berichtete die drei getöteten türkinnen hätten noch gelebt als das feuer sie erreichte|aɪn rɛçtsmeːdiːtsiːnɜ bərɪçtətə diː dɾaɪ ɡətøːtətən tʏɾkɪnən hɛtən nɔx ɡəleːpt als das fɔøɜ ziː ɛɾraɪçtə 
GE012_28|train|der amerikaner habe eine falsche identität angenommen und einen industriellen verwendungszweck für die chemikalie angegeben|dɛɾ ɑmeːriːkɑːnɜ hɑːbə aɪnə falʃə iːdɛntiːtɛːt anɡənɔmən ʊnt aɪnən ɪndʊstɾɪɛlən fɛɾvɛndʊŋstsvɛk fyːɾ diː çeːmiːkaliː anɡəɡeːbən 
GE012_29|train|schlesinger rechnet nicht damit daß die neuen bandbreiten ausgeschöpft werden|ʃleːzɪŋɜ rɛçnət nɪçt dɑːmɪt das diː nɔøən bandbɾaɪtən aʊsɡəʃœpft vɛɾdən 
GE012_30|train|letztere wurde bekanntlich vom bundesverfassungsgericht für verfassungswidrig erklärt|lɛtstərə vʊɐdə bəkantlɪç fɔm bʊndəsfɜfasʊŋsɡərɪçt fyːɾ fɛɾfasʊŋsvɪdɾɪç ɛɾklɛɾt 
